"id","username","profileURL","rating","title","review_url","asin","content","date","format_strip","verified","helpful","videoURL","video_cover_url","imgs","normalImgs"
"R3011IBIIKFECK","Destany Brubaker","https://www.amazon.com/gp/profile/amzn1.account.AHU4MHHO74TOGW6XAK77IJR3N64A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R3011IBIIKFECK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Only thing I found wrong with it is a few tiny holes in the seat other that that it’s perfect. Put it together and rode it works great 👍🏻","Reviewed in the United States on September 15, 2021","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1BYTGXS5HR7IW","Keith Graves Barrett","https://www.amazon.com/gp/profile/amzn1.account.AGYPJQVFHW76V3AFYNLJIQA5EKCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","1","","https://www.amazon.com/gp/customer-reviews/R1BYTGXS5HR7IW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Every part of this bike is cheap. Fell apart almost instantly. Didn't last the month.","Reviewed in the United States on June 5, 2024","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1ND09NX02DH7U","gee","https://www.amazon.com/gp/profile/amzn1.account.AHZFZY6RA7O55HQAJEBUZJRCGG6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R1ND09NX02DH7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Easy to assemble, gears and brakes were put on incorrectly, had to adjust. Gears... frustration, frustration left gear will only go to 2, go beyond that and then grinds and grinds. Right even in 6th there is no enough tension loose pedaling. Going down hills there is no tension... Have adjusted and still no high gears, got a slight more change in left shifter. Hopefully additional adjustments will help, otherwise - RETURN - BACK IT GOES!!!!!","Reviewed in the United States on January 30, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R2Y1NDJ8ZOL23W","Karina Bellan","https://www.amazon.com/gp/profile/amzn1.account.AEG2IOZ7HCYLZA4LROPN7QZYRNDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2Y1NDJ8ZOL23W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","It’s a great bike but the seat is uncomfortable","Reviewed in the United States on April 12, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","3 people found this helpful","","","[]","[]"
"R3S5S1QJIW0USW","Joey","https://www.amazon.com/gp/profile/amzn1.account.AGUCCMTBAZJC6RWGVEQDNTLH6AXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","1","","https://www.amazon.com/gp/customer-reviews/R3S5S1QJIW0USW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Bike arrived well packed and had decent instructions. Assembled the bike in less than 30 mins and tried to take it around the block for a test ride. Here’s where the issues started, chain came off multiple times and eventually the tensioner on the back became entangled in a spoke causing an abrupt stop (like broom handle through tire almost over the bars stop).  Ok I’m up for a challenge, maybe I missed a step in assembly and walked the bike back to evaluate. Once back I confirmed no steps were missed and got the bike going and still persisted to have chain issues. The final straw was turning and pedaling or lack there of. There is not enough rake on the bike and the front tire is 6” from the pedals which comes as a shock to someone not expecting it, especially someone with a size 13 shoe!  Sending this one back and spending a few bucks more on a different bike.","Reviewed in the United States on August 23, 2022","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","4 people found this helpful","","","[]","[]"
"RXIF99YW8UVK5","latrisha corley","https://www.amazon.com/gp/profile/amzn1.account.AFI4SPDMLMLEMIFAWH7WU2RFYD5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RXIF99YW8UVK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The bike works but the seat is really uncomfortable and no matter how much we tighten the handle bars they still move and my daughter has to always fix them everytime she rides.","Reviewed in the United States on June 21, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R2J1ML3Q3OEBS4","Chance","https://www.amazon.com/gp/profile/amzn1.account.AF5DCYRTOTBYBIDA6PO2XUNEP3JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2J1ML3Q3OEBS4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Brakes are not very good, seat was AWFUL, its a cheap bike don't put expectations very high.","Reviewed in the United States on November 30, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R2FADH655OVO4V","Jeremiah S.","https://www.amazon.com/gp/profile/amzn1.account.AGS3W46BREFSLG57XGYNPEFK6F3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2FADH655OVO4V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","please send me missing manual book.","Reviewed in the United States on August 3, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R2137A713VSRI1","Never Rec'd","https://www.amazon.com/gp/profile/amzn1.account.AHBDL43QA7Y4B4F7KVF7TR37AO7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R2137A713VSRI1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","My Lil Brother loves his birthday gift. Great height for taller me.","Reviewed in the United States on June 18, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R2DMR0QJHXNF5A","Aaron syon","https://www.amazon.com/gp/profile/amzn1.account.AHSZC2Y5ATG5SQOCRTY437X67TYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R2DMR0QJHXNF5A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I’ve had this bike for a couple of months now and I’m seeing things that are wearing out faster than I thought the pedal I had to replace just seet I had to replace It was missing screws I had to buy myself tires are cheap I have to constantly air them every week it not flat but it low it could’ve been better And didn’t come with any tools you can buy something better than this Also there’s no one 800 number to call and complain about this when it comes to the company","Reviewed in the United States on April 5, 2022","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R1O7WGF7CWV3I","Ruben","https://www.amazon.com/gp/profile/amzn1.account.AHM7DQ4K2FDAOVXNPFSE5EW2XIQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R1O7WGF7CWV3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","This bike is great quality. Sure, it isn’t as light as a road bike...maybe because it isn’t a road bike. It’s a mountain bike and it feels strong and sturdy. Assembly was mindless and easy. Front and rear derailleur needed tuning upon first ride, which is normal. The brakes also had to be adjusted which was relatively easy done alone. 5 stars, especially at this great affordable price.","Reviewed in the United States on May 25, 2021","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","17 people found this helpful","","","[""https://images-na.ssl-images-amazon.com/images/I/C1P2f+LWWpS._SY88.jpg""]","[""https://images-na.ssl-images-amazon.com/images/I/C1P2f+LWWpS.jpg""]"
"R1JJGA6T7HKOMF","Su","https://www.amazon.com/gp/profile/amzn1.account.AHXRFKCS6VNY6YRYRIDTIZN7YWIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R1JJGA6T7HKOMF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The searched the box and could not find the assemble tool. The tip of the brake cable for front wheel fell off during the assembling.","Reviewed in the United States on June 26, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R14GWC9Q71RL3O","Amazon Customer","https://www.amazon.com/gp/profile/amzn1.account.AG77WOKCW3CXE2SHUZMQTC46I4UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R14GWC9Q71RL3O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Ok for $. Black is actually blue and arrived with the emblem on the front coming off. Other than that seems ok for my son who is 13.","Reviewed in the United States on May 15, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[""https://m.media-amazon.com/images/I/71XLtlILOHL._SY88.jpg""]","[""https://m.media-amazon.com/images/I/71XLtlILOHL.jpg""]"
"R2Y62PLHVZV05J","Kevin H. Amazon Customer","https://www.amazon.com/gp/profile/amzn1.account.AH5PG37EAQWRIJI6WI5SPJ4CJP6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R2Y62PLHVZV05J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The bike is fine.  Feels a little small, but I haven't ridden for a while.  The gears grind on the 2nd level and won't even get to the highest level.  I spent two hours putting on a new extra comfortable seat, lock, rack on the back, filling the tires, putting on the front wheel, etc.  Now I have to return it?  I'm very dissapointed.  It seems most things I buy from Amazon are junk that last couple of years.  WTH is going on?","Reviewed in the United States on April 18, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R22ZDHIPMVKKWN","Mark H.","https://www.amazon.com/gp/profile/amzn1.account.AHIPKIT25JKKXMUL332SVAWYAKBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R22ZDHIPMVKKWN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Something needs to be done about the braking system on this bike. To install the front tire, the brakes need to be taken loose. When I did this, the cap shot off the end of the cable. I can not get the cable back through the hole in the set screw. This is insane. I need to look the company up that makes this bike and see if I can get a replacement cable. Y'all need to go back to the side pull brakes. Also, the valves on the tires do not accept a slandard pump valve. Not only do I have to replace the front brakes, but I now need to replace both inner tubes. I may as well buy a new bike.","Reviewed in the United States on February 2, 2020","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","40 people found this helpful","","","[]","[]"
"R1ITU8GN70J8HB","micah brown","https://www.amazon.com/gp/profile/amzn1.account.AG322K5MI3GEQQJSJQHBF26CDVCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R1ITU8GN70J8HB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","When we took the bike out of the box, one of the reflectors was completely smashed. Not a big deal, but annoying for a brand new item. We read all of the instructions and it still took a day and a half to completely get it ready to ride. The front brakes were installed crooked so they rubbed the tire, and the cables had to be taken apart to get the brakes to function correctly. The cable going to one of the handlebars wasn't even attached so one of our friends had to take it apart to fix that. If we didn't have a large selection of tools and handy friends, we would have never gotten this thing safe to ride for our son. Crappy quality and would not recommend.","Reviewed in the United States on May 1, 2021","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","3 people found this helpful","","","[]","[]"
"RPI3IVN2FTA4G","DD","https://www.amazon.com/gp/profile/amzn1.account.AGYTHD6SYFYK2TMFWJX2NMPXSEGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/RPI3IVN2FTA4G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Couldn’t return it due to the box got damaged while taking it out of the box so I took it to a bike shop to get the brake lines replaced due to poor quality. While there they pointed out that both tire rims were bad, the back inner tube wasn’t holding air and the chain mechanism on the back tire is bent! Poor quality and who ever put it together didn’t know what they doing! Very poor workmanship!","Reviewed in the United States on July 29, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"RS3H4XDDEIJBX","Ursula ","https://www.amazon.com/gp/profile/amzn1.account.AHYELC4PNQW57ZGIQVD6RUZXRUTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RS3H4XDDEIJBX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Bike arrived out of box with bent back rim. We had to adjust it and bend it back which took much longer to put together. Bike is basic, but for the price, it’s as Expected. No bells and whistles. Seat is terribly uncomfortable after only a few minutes of riding it. Ok bike for now. If you ride a lot, go with another bike.","Reviewed in the United States on April 21, 2020","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","6 people found this helpful","","","[]","[]"
"RDMFHJSSFB52Y","Lidaris","https://www.amazon.com/gp/profile/amzn1.account.AF24XNHFQ5XN4MCKELFRVMH5B6JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/RDMFHJSSFB52Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Me encanto y muy buena a mi niño le gustó mucho 🥰","Reviewed in the United States on May 2, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R1RNSBW8QW9LQ2","Joshua Briggs","https://www.amazon.com/gp/profile/amzn1.account.AEVXDPH2FBV3LKT57WME45ZON4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R1RNSBW8QW9LQ2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Came with no instructions and missing a part for the brakes in front otherwise no complaints","Reviewed in the United States on August 2, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R167ZGNKNQQOF7","Ben","https://www.amazon.com/gp/profile/amzn1.account.AEQW3LECVJMFP7KKUZUVFGDGTWWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R167ZGNKNQQOF7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Got this bike for 14-year-old son. It was a great buy. He loves it. It's pretty sturdy.","Reviewed in the United States on January 14, 2023","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R2F5Y75P0XRFSU","Tim A Cox","https://www.amazon.com/gp/profile/amzn1.account.AHZ4JGBA63S6OROJQQVYCYELPNBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R2F5Y75P0XRFSU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Had to adjust the shifting and adjust the brakes","Reviewed in the United States on October 21, 2021","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R261RLFFKDDJYX","Barbara Lee Pursley","https://www.amazon.com/gp/profile/amzn1.account.AGPSJ3SL6A3HUQOT36AVQC7AY2FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R261RLFFKDDJYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Grandson lives out from town on 18 acres and the bike is great on trails through the woods, on gravel driveway, and through the yard. Keeps them active. Thanks Easter Bunny","Reviewed in the United States on June 28, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R4X19FC2LYY37","R. Wright","https://www.amazon.com/gp/profile/amzn1.account.AH2YVROR2FFTCBI2NILPNDY3OEHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R4X19FC2LYY37/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The bike came with the usual pieces needing assembly (seat, bars, pedals, front wheel). The pre-assembled components were tight and accurate. A breeze if you know bikes, supplied instructions will guide those who don't.<br><br>The bike rides well. Got my friend a bigger, more comfortable seat (inexpensive on Amazon). This bike is a no-brainer at this price.","Reviewed in the United States on June 6, 2021","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","13 people found this helpful","","","[]","[]"
"R2YZAY1A8ZG3FG","My kids don’t fell comfortable to ride …so I returned it back ..and just awaiting my refund …","https://www.amazon.com/gp/profile/amzn1.account.AERRTCB4FNEWL2V44E6RFF3PNYRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","1","","https://www.amazon.com/gp/customer-reviews/R2YZAY1A8ZG3FG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","…","Reviewed in the United States on May 27, 2024","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R2EJIGJ7XE4X8W","Amazon Customer","https://www.amazon.com/gp/profile/amzn1.account.AEAQGHNCWVXVYV6BMQS2KABINUEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2EJIGJ7XE4X8W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Both wheels were bent. I was able to straighten it out a little bit.","Reviewed in the United States on June 29, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1MC1GQOM2FQLS","Shane ","https://www.amazon.com/gp/profile/amzn1.account.AHXWU7JCRKOEQ4MDOTVBIITBXQCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R1MC1GQOM2FQLS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The brakes are hard to adjust to the right setting and there isn’t much literature on how to adjust them. It came in about a week and a half, so for having prime, it came later than expected. It only took me an hour to get the bike ready to ride and it’s a pretty decent bike so far.","Reviewed in the United States on April 27, 2020","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","2 people found this helpful","","","[]","[]"
"R32QANRM1G3V7N","Gerry","https://www.amazon.com/gp/profile/amzn1.account.AGQPY5VBOLQN4CX5MF7RAIYBHZKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R32QANRM1G3V7N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","For the money, the bike is better than most $500+ bikes.<br>Easy assembly, easy gear shifting, adjustable seat and handle bars, etc.","Reviewed in the United States on July 22, 2022","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","2 people found this helpful","","","[]","[]"
"R9LPZ13QVDD7S","Amazon Customer","https://www.amazon.com/gp/profile/amzn1.account.AFBXS4AXCNQ3TLTVEYLY7KI34SBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R9LPZ13QVDD7S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Before you purchase,  give real consideration to several reviews which mentions front rim bent. I assumed some were exaggeration but they were 100% correct! Had to buy another rim as the bend was not fixable. You guessed right..manufacturer refused to reimburse so BUYER BEWARE! This bike comes with a bent front rim.","Reviewed in the United States on January 24, 2023","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","One person found this helpful","","","[]","[]"
"R278TE1NQ6HWSZ","Michele M. Heyward","https://www.amazon.com/gp/profile/amzn1.account.AGJ2SRLRFNQZUX4D3VDKELJQLAVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","5","","https://www.amazon.com/gp/customer-reviews/R278TE1NQ6HWSZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I love the bike, easy to ride and maneuver for a middle-aged person!! The seat was too hard, had to buy a seat cushion, but I love it for exercising and just having fun! Great price too!!","Reviewed in the United States on March 11, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","23 people found this helpful","","","[]","[]"
"R1I7RVCSJX57PK","Larry","https://www.amazon.com/gp/profile/amzn1.account.AEWNRGKNANVGU4GDHZ42O3M5GHEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","4","","https://www.amazon.com/gp/customer-reviews/R1I7RVCSJX57PK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Nice bike but instructions were very hard to understand and was very hard to assemble","Reviewed in the United States on June 12, 2021","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R1E2VAJ1TH8OVL","Natausha Moye-Pettis","https://www.amazon.com/gp/profile/amzn1.account.AHJL4NPSGUYUGNTV7OT2VQYB4QRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","2","","https://www.amazon.com/gp/customer-reviews/R1E2VAJ1TH8OVL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Bike was too small. Definitely not for a woman. A Little girl to 14years yes","Reviewed in the United States on August 5, 2023","Color: Pink<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
"R1R1KRT80NRS5","Bobcat","https://www.amazon.com/gp/profile/amzn1.account.AFZKNHJH2LEUI7K7YGZQS75ASHKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R1R1KRT80NRS5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","The wheels were bent.  Had to take it to a local bike repair shop before riding it","Reviewed in the United States on February 27, 2022","Color: Red<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"RKXONW05R0HMV","johndoe","https://www.amazon.com/gp/profile/amzn1.account.AF7J3YTJVQBGQLSRDJQ3QAK67L6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RKXONW05R0HMV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Needs full tensioner and brake adjustments.","Reviewed in the United States on August 28, 2022","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"R2XVDQ01E4U97C","Anu Singh","https://www.amazon.com/gp/profile/amzn1.account.AGX36XU3IEFPPFTIZ3WHAX2HPMXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/R2XVDQ01E4U97C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","Its a good bike for price but not easy to assemble. Also, the bike seat is very hard. used it for like 1-2 mile and it was a painful ride afterwords. Wish they could change the seat. Otherwise its a great bike in budget.","Reviewed in the United States on June 7, 2021","Color: Purple<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 24-inch","Verified Purchase","","","","[]","[]"
"RH7IIOQ9GD3H","Suvash Bhusal","https://www.amazon.com/gp/profile/amzn1.account.AF43BSZSFRI4BEPXZUKZLSJ77WGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","3","","https://www.amazon.com/gp/customer-reviews/RH7IIOQ9GD3H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0D79QXMN4","B0D79QXMN4","I am not getting assemble tools. That’s why I can’t assemble it properly","Reviewed in the United States on May 27, 2022","Color: Blue<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Size: 26-inch","Verified Purchase","","","","[]","[]"
